observation,string,abstract,node,accuracy
20,M9R0V1_LIT,A16,T1,1
21,M9R0V1_LIT,A16,T1,0.8
22,M9R0V1_LIT,A16,T1,0.8
23,M9R0V1_LIT,A16,T1,0.8
24,M9R0V1_LIT,A16,T1,1
25,M9R0V1_LIT,A16,T1,0.4
26,M9R0V1_LIT,A16,T1,1
27,M9R0V1_LIT,A16,T1,0.6
28,M9R0V1_LIT,A16,T1,NA
29,M9R0V1_LIT,A16,T1,1
30,M9R0V1_LIT,A16,T1,1
1,M9R1V0_CCC,A17,T3,1
2,M9R1V0_CCC,A17,T3,1
3,M9R1V0_CCC,A17,T3,1
4,M9R1V0_CCC,A17,T3,1
5,M9R1V0_CCC,A17,T3,1
6,M9R1V0_CCC,A17,T3,1
7,M9R1V0_CCC,A17,T3,1
8,M9R1V0_CCC,A17,T3,1
9,M9R1V0_CCC,A17,T3,0.8
10,M9R1V0_CCC,A17,T3,1
11,M9R1V0_CCC,A17,T3,1
12,M9R1V0_CCC,A17,T3,0.8
13,M9R1V0_CCC,A17,T3,0.8
14,M9R1V0_CCC,A17,T3,1
15,M9R1V0_CCC,A17,T3,1
16,M9R1V0_CCC,A17,T3,1
17,M9R1V0_CCC,A17,T3,0.8
18,M9R1V0_CCC,A17,T3,0.8
19,M9R1V0_CCC,A17,T3,1
20,M9R1V0_CCC,A17,T3,1
21,M9R1V0_CCC,A17,T3,1
22,M9R1V0_CCC,A17,T3,0.8
23,M9R1V0_CCC,A17,T3,0.8
24,M9R1V0_CCC,A17,T3,0.8
25,M9R1V0_CCC,A17,T3,1
26,M9R1V0_CCC,A17,T3,1
27,M9R1V0_CCC,A17,T3,0.8
28,M9R1V0_CCC,A17,T3,1
29,M9R1V0_CCC,A17,T3,1
30,M9R1V0_CCC,A17,T3,1
1,M9R1V1_LIT,A17,T1,1
2,M9R1V1_LIT,A17,T1,1
3,M9R1V1_LIT,A17,T1,0.8
4,M9R1V1_LIT,A17,T1,0.8
5,M9R1V1_LIT,A17,T1,1
6,M9R1V1_LIT,A17,T1,1
7,M9R1V1_LIT,A17,T1,1
8,M9R1V1_LIT,A17,T1,0.6
9,M9R1V1_LIT,A17,T1,1
10,M9R1V1_LIT,A17,T1,1
11,M9R1V1_LIT,A17,T1,1
12,M9R1V1_LIT,A17,T1,1
13,M9R1V1_LIT,A17,T1,0.5
14,M9R1V1_LIT,A17,T1,0.8
15,M9R1V1_LIT,A17,T1,1
16,M9R1V1_LIT,A17,T1,1
17,M9R1V1_LIT,A17,T1,0.6
18,M9R1V1_LIT,A17,T1,0.75
19,M9R1V1_LIT,A17,T1,1
20,M9R1V1_LIT,A17,T1,1
21,M9R1V1_LIT,A17,T1,0.8
22,M9R1V1_LIT,A17,T1,0.6
23,M9R1V1_LIT,A17,T1,1
24,M9R1V1_LIT,A17,T1,1
25,M9R1V1_LIT,A17,T1,0.8
26,M9R1V1_LIT,A17,T1,1
27,M9R1V1_LIT,A17,T1,0.75
28,M9R1V1_LIT,A17,T1,1
29,M9R1V1_LIT,A17,T1,1
30,M9R1V1_LIT,A17,T1,0.8
1,M9R2V0_CCC,A18,T3,0.5
2,M9R2V0_CCC,A18,T3,1
3,M9R2V0_CCC,A18,T3,1
4,M9R2V0_CCC,A18,T3,0.8
5,M9R2V0_CCC,A18,T3,1
6,M9R2V0_CCC,A18,T3,1
7,M9R2V0_CCC,A18,T3,0.75
8,M9R2V0_CCC,A18,T3,1
9,M9R2V0_CCC,A18,T3,1
10,M9R2V0_CCC,A18,T3,0.8
11,M9R2V0_CCC,A18,T3,1
12,M9R2V0_CCC,A18,T3,1
13,M9R2V0_CCC,A18,T3,1
14,M9R2V0_CCC,A18,T3,1
15,M9R2V0_CCC,A18,T3,1
16,M9R2V0_CCC,A18,T3,0.8
17,M9R2V0_CCC,A18,T3,1
18,M9R2V0_CCC,A18,T3,0.8
19,M9R2V0_CCC,A18,T3,1
20,M9R2V0_CCC,A18,T3,0.4
21,M9R2V0_CCC,A18,T3,1
22,M9R2V0_CCC,A18,T3,1
23,M9R2V0_CCC,A18,T3,0.75
24,M9R2V0_CCC,A18,T3,1
25,M9R2V0_CCC,A18,T3,1
26,M9R2V0_CCC,A18,T3,0.8
27,M9R2V0_CCC,A18,T3,1
28,M9R2V0_CCC,A18,T3,0.8
29,M9R2V0_CCC,A18,T3,0.8
30,M9R2V0_CCC,A18,T3,0.8
1,M9R2V1_LIT,A18,T1,0.8
2,M9R2V1_LIT,A18,T1,0.8
3,M9R2V1_LIT,A18,T1,0.25
4,M9R2V1_LIT,A18,T1,1
5,M9R2V1_LIT,A18,T1,1
6,M9R2V1_LIT,A18,T1,1
7,M9R2V1_LIT,A18,T1,NA
8,M9R2V1_LIT,A18,T1,1
9,M9R2V1_LIT,A18,T1,1
10,M9R2V1_LIT,A18,T1,1
11,M9R2V1_LIT,A18,T1,1
12,M9R2V1_LIT,A18,T1,1
13,M9R2V1_LIT,A18,T1,1
14,M9R2V1_LIT,A18,T1,1
15,M9R2V1_LIT,A18,T1,1
16,M9R2V1_LIT,A18,T1,0.6
17,M9R2V1_LIT,A18,T1,1
18,M9R2V1_LIT,A18,T1,1
19,M9R2V1_LIT,A18,T1,1
20,M9R2V1_LIT,A18,T1,0.8
21,M9R2V1_LIT,A18,T1,1
22,M9R2V1_LIT,A18,T1,1
23,M9R2V1_LIT,A18,T1,1
24,M9R2V1_LIT,A18,T1,1
25,M9R2V1_LIT,A18,T1,1
26,M9R2V1_LIT,A18,T1,1
27,M9R2V1_LIT,A18,T1,1
28,M9R2V1_LIT,A18,T1,0.8
29,M9R2V1_LIT,A18,T1,1
30,M9R2V1_LIT,A18,T1,1
1,M3R0V2_HEXRNG,A19,T2,0.6
2,M3R0V2_HEXRNG,A19,T2,0.6
3,M3R0V2_HEXRNG,A19,T2,0.6
4,M3R0V2_HEXRNG,A19,T2,1
5,M3R0V2_HEXRNG,A19,T2,1
6,M3R0V2_HEXRNG,A19,T2,1
7,M3R0V2_HEXRNG,A19,T2,1
8,M3R0V2_HEXRNG,A19,T2,1
9,M3R0V2_HEXRNG,A19,T2,0.6
10,M3R0V2_HEXRNG,A19,T2,0.8
11,M3R0V2_HEXRNG,A19,T2,1
12,M3R0V2_HEXRNG,A19,T2,0.8
13,M3R0V2_HEXRNG,A19,T2,1
14,M3R0V2_HEXRNG,A19,T2,1
15,M3R0V2_HEXRNG,A19,T2,1
16,M3R0V2_HEXRNG,A19,T2,0.6
17,M3R0V2_HEXRNG,A19,T2,0.2
18,M3R0V2_HEXRNG,A19,T2,1
19,M3R0V2_HEXRNG,A19,T2,0.6
20,M3R0V2_HEXRNG,A19,T2,0.2
21,M3R0V2_HEXRNG,A19,T2,0.6
22,M3R0V2_HEXRNG,A19,T2,0.6
23,M3R0V2_HEXRNG,A19,T2,0.6
24,M3R0V2_HEXRNG,A19,T2,1
25,M3R0V2_HEXRNG,A19,T2,1
26,M3R0V2_HEXRNG,A19,T2,0.4
27,M3R0V2_HEXRNG,A19,T2,0.8
28,M3R0V2_HEXRNG,A19,T2,1
29,M3R0V2_HEXRNG,A19,T2,1
30,M3R0V2_HEXRNG,A19,T2,1
1,M3R1V2_HEXRNG,A20,T2,1
2,M3R1V2_HEXRNG,A20,T2,0.6
3,M3R1V2_HEXRNG,A20,T2,NA
4,M3R1V2_HEXRNG,A20,T2,1
5,M3R1V2_HEXRNG,A20,T2,1
6,M3R1V2_HEXRNG,A20,T2,NA
7,M3R1V2_HEXRNG,A20,T2,1
8,M3R1V2_HEXRNG,A20,T2,0.5
9,M3R1V2_HEXRNG,A20,T2,1
10,M3R1V2_HEXRNG,A20,T2,0.8
11,M3R1V2_HEXRNG,A20,T2,NA
12,M3R1V2_HEXRNG,A20,T2,0
13,M3R1V2_HEXRNG,A20,T2,1
14,M3R1V2_HEXRNG,A20,T2,1
15,M3R1V2_HEXRNG,A20,T2,1
16,M3R1V2_HEXRNG,A20,T2,1
17,M3R1V2_HEXRNG,A20,T2,1
18,M3R1V2_HEXRNG,A20,T2,NA
19,M3R1V2_HEXRNG,A20,T2,1
20,M3R1V2_HEXRNG,A20,T2,0.8
21,M3R1V2_HEXRNG,A20,T2,1
22,M3R1V2_HEXRNG,A20,T2,1
23,M3R1V2_HEXRNG,A20,T2,0.3333333333
24,M3R1V2_HEXRNG,A20,T2,1
25,M3R1V2_HEXRNG,A20,T2,1
26,M3R1V2_HEXRNG,A20,T2,1
27,M3R1V2_HEXRNG,A20,T2,1
28,M3R1V2_HEXRNG,A20,T2,1
29,M3R1V2_HEXRNG,A20,T2,1
30,M3R1V2_HEXRNG,A20,T2,1
1,M6R0V1_CCC,A25,T1,0.2
2,M6R0V1_CCC,A25,T1,NA
3,M6R0V1_CCC,A25,T1,1
4,M6R0V1_CCC,A25,T1,1
5,M6R0V1_CCC,A25,T1,1
6,M6R0V1_CCC,A25,T1,0.25
7,M6R0V1_CCC,A25,T1,0.8
8,M6R0V1_CCC,A25,T1,1
9,M6R0V1_CCC,A25,T1,0.8
10,M6R0V1_CCC,A25,T1,1
11,M6R0V1_CCC,A25,T1,1
12,M6R0V1_CCC,A25,T1,1
13,M6R0V1_CCC,A25,T1,0.4
14,M6R0V1_CCC,A25,T1,0.8
15,M6R0V1_CCC,A25,T1,1
16,M6R0V1_CCC,A25,T1,1
17,M6R0V1_CCC,A25,T1,1
18,M6R0V1_CCC,A25,T1,1
19,M6R0V1_CCC,A25,T1,0.4
20,M6R0V1_CCC,A25,T1,1
21,M6R0V1_CCC,A25,T1,1
22,M6R0V1_CCC,A25,T1,0.4
23,M6R0V1_CCC,A25,T1,0.4
24,M6R0V1_CCC,A25,T1,0.4
25,M6R0V1_CCC,A25,T1,1
26,M6R0V1_CCC,A25,T1,0.8
27,M6R0V1_CCC,A25,T1,0.8
28,M6R0V1_CCC,A25,T1,1
29,M6R0V1_CCC,A25,T1,0.4
30,M6R0V1_CCC,A25,T1,1
1,M6R1V1_CCC,A26,T1,1
2,M6R1V1_CCC,A26,T1,1
3,M6R1V1_CCC,A26,T1,0.4
4,M6R1V1_CCC,A26,T1,1
5,M6R1V1_CCC,A26,T1,1
6,M6R1V1_CCC,A26,T1,1
7,M6R1V1_CCC,A26,T1,1
8,M6R1V1_CCC,A26,T1,1
9,M6R1V1_CCC,A26,T1,1
10,M6R1V1_CCC,A26,T1,1
11,M6R1V1_CCC,A26,T1,1
12,M6R1V1_CCC,A26,T1,0.4
13,M6R1V1_CCC,A26,T1,0.4
14,M6R1V1_CCC,A26,T1,0
15,M6R1V1_CCC,A26,T1,0.4
16,M6R1V1_CCC,A26,T1,1
17,M6R1V1_CCC,A26,T1,1
18,M6R1V1_CCC,A26,T1,1
19,M6R1V1_CCC,A26,T1,0.2
20,M6R1V1_CCC,A26,T1,0.4
21,M6R1V1_CCC,A26,T1,1
22,M6R1V1_CCC,A26,T1,1
23,M6R1V1_CCC,A26,T1,1
24,M6R1V1_CCC,A26,T1,0.8
25,M6R1V1_CCC,A26,T1,1
26,M6R1V1_CCC,A26,T1,1
27,M6R1V1_CCC,A26,T1,0.6
28,M6R1V1_CCC,A26,T1,1
29,M6R1V1_CCC,A26,T1,1
30,M6R1V1_CCC,A26,T1,NA
