'(.*?[\\[\\{\\(,])(\\s*)([\\[\\{\\(])'	306,322,534,896,1007,1466
'(.*?[\\]\\}\\)],?)(\\s*)([\\]\\}\\)])'	306,322,534,896,1007,1466
'[\\\'|"|#|\\\\|\\[|\\]|\\{|\\}|\\(|\\)]'	167,468,640,659,703,1322
'(url\\([\'"]{0,1}\\s*(.*?)["\']{0,1}\\))'	302,849,878,1086,1495,1634
'^(["\\\'])((?:(?!\\1)[^\\\\]|\\\\.)*)\\1'	305,407,1025,1322,1326,1505
'^[ \t]*(#|%:)[ \t]*(include)[ \t]*(.*)\r*$'	294,322,467,505,534,1466
'(?P<q>[\\\'"])(.*?)(?<![^\\\\][\\\\])(?P=q)'	306,322,534,896,1007,1466
'NPT_SET_LOCAL_LOGGER\\s*\\([ "]*(\\S+)[ "]*\\)'	412,759,852,961,1221,1511
'^\\s*\\|\\s.*\\s\\|\\s*$|^\\s*\\+[=+-]+\\+\\s*$'	385,483,640,1069,1149,1583
'\n    ^\n    [ \\t]*\n    (?: if\n    |   for\n    |   while\n    |   else\n    |   def\n    |   return\n    |   assert\n    |   break\n    |   class\n    |   continue\n    |   elif\n    |   try\n    |   except\n    |   raise\n    |   import\n    |   yield\n    )\n    \\b\n'	412,759,852,961,1221,1511
'\n  =\\?                   # literal =?\n  (?P<charset>[^?]*?)   # non-greedy up to the next ? is the charset\n  \\?                    # literal ?\n  (?P<encoding>[qb])    # either a "q" or a "b", case insensitive\n  \\?                    # literal ?\n  (?P<encoded>.*?)      # non-greedy up to the next ?= is the encoded string\n  \\?=                   # literal ?=\n  (?=[ \\t]|$)           # whitespace or the end of the string\n  '	12,287,602,1054,1087,1509
'[, ]+'	332,689,1013,1218,1426
'[,<>()]'	322,467,505,534,1466
'[\\.\\-]'	927,1003,1269,1498,1570
'[\\+\\!]+$'	143,188,213,1094,1583
'([&<"\\\'>])'	433,927,1003,1202,1350
'(\\d+[abc])$'	1263,1290,1469,1580,1594
'^[\r\n]*(\\s*)'	143,188,213,1094,1583
'([\\$\\|\\\\])'	305,1025,1322,1326,1505
'[.~]?([abc])\\.?'	1263,1290,1469,1580,1594
'(?![\\.\\-])dev$'	1263,1290,1469,1580,1594
'^(\\.\\.)[\\/](.*)$'	322,467,505,534,1466
'([ ]+_)|(_[ ]+)|([ ]+)'	236,247,919,1007,1395
'foo-0.0.0-py[23].\\d.egg$'	1257,1415,1536,1580,1594
'[\\?\\&]gsessionid=(\\w*)'	147,181,254,438,594
'^%%([^:]*):[ \\t]*(.*)[ \\t]*$'	441,628,1054,1204,1580
'[\\-\\.](dev)[\\-\\.]?r?(\\d+)$'	1263,1290,1469,1580,1594
'^.+[:(]\\d+[:)]|^Done processing'	467,505,534,1404,1466
'^(?:852-?)?(\\d{4})[-\\.]?(\\d{4})$'	849,878,1012,1086,1158
'^[,&^\\|\\*/\\+-]|^is |^not |^in |^and |^or '	422,602,747,1517,1580
'[*]\\[(?P<abbr>[^\\]]*)\\][ ]?:\\s*(?P<title>.*)'	236,247,919,1007,1395
'(?P<tzd>[-+](?P<tzdhours>\\d\\d)(?::?(?P<tzdminutes>\\d\\d))|Z)'	211,220,1003,1076,1247
'\n          # Match tail of: [text][id]\n          [ ]?          # one optional space\n          (?:\\n[ ]*)?   # one optional newline followed by spaces\n          \\[\n            (?P<id>.*?)\n          \\]\n        '	552,606,1223,1247,1420
"\n        ^(\\#{1,6})  # \\1 = string of #'s\n        [ \\t]*\n        (.+?)       # \\2 = Header text\n        [ \\t]*\n        (?<!\\\\)     # ensure not an escaped trailing '#'\n        \\#*         # optional closing #'s (not counted)\n        \\n+\n        "	552,606,1223,1247,1420
'\n          # Match tail of: [text](/url/) or [text](/url/ "title")\n          \\(            # literal paren\n            [ \\t]*\n            (?P<url>            # \\1\n                <.*?>\n                |\n                .*?\n            )\n            [ \\t]*\n            (                   # \\2\n              ([\'"])            # quote char = \\3\n              (?P<title>.*?)\n              \\3                # matching quote\n            )?                  # title is optional\n          \\)\n        '	552,606,1223,1247,1420
'[ ]+'	126,538,1247,1288
'[()]'	624,815,1248,1486
'[-.]'	496,749,1087,1580
'[=!]='	119,1007,1015,1032
'^[.-]'	1263,1290,1580,1594
'[ \\t]'	826,828,1128,1591
'[ {}$]'	467,505,534,1466
'[.\\-]'	113,1415,1469,1580
'[?*+]+'	251,498,1087,1555
'[&<>"]'	552,606,800,1469
'[.+-]$'	1263,1290,1580,1594
'[.]{2,}'	1263,1290,1580,1594
'[()\\\\]'	642,776,971,1203
'(\\D)[.]'	851,1269,1498,1561
'[.](\\D)'	851,1269,1498,1561
'([\x0c])'	422,747,1517,1580
'[\\n\\t]'	560,1415,1469,1580
'[\t ]+\n'	61,166,356,410
'^[.](\\d)'	1263,1290,1580,1594
'[ \\t\\n]'	119,1007,1015,1032
'^\x1b[()]'	385,640,1149,1583
'^[:~._+-]+'	1263,1290,1580,1594
'[,*")([\\]]'	1263,1290,1580,1594
'^[\\t ]*\\n'	46,1050,1469,1621
'[-T:/.]|\\s+'	927,986,1003,1431
'(\\D)[.](\\D)'	851,1269,1498,1561
'([\\\\()\\r\\n])'	642,776,971,1203
'^[ \\t]*[^# \\t]'	433,927,1003,1202
':[ \\t]*(?:#.*)?$'	433,927,1003,1202
'([\n\r\t\x08\x07])'	287,602,1509,1580
'[uU][rR]?[\\\'\\"]'	602,1054,1087,1580
'[,;:]\\s*(?:  |\\t)'	640,945,1025,1505
'^([ \\t\\r\\f\\v]+)'	422,747,1517,1580
'[\\0\\t\\r\\014\\n ]+'	642,776,971,1203
'.*_([vV]\\d+\\.\\d+)$'	503,656,906,1404
'([!{}:;>+\\(\\[,])\\s+'	568,807,1144,1247
'\\s*\\(\\d+[ulUL]*\\).*'	523,946,1116,1484
'[()]|\\s=[^=]|[^=!<>]=\\s'	304,662,842,1322
'([abc]|rc)[\\-\\.](\\d+)$'	1263,1290,1580,1594
'\\s+([!{};:>+\\(\\)\\],])'	568,807,1144,1247
'(?i)[\xe1\xe9\xed\xf3\xfa]'	305,1025,1138,1505
'\\.[svn|git|hg|scc|vssscc]'	287,580,602,1509
'\\.([hc]|py|txt|sln|vcproj)$'	12,1054,1087,1580
'[\\?\\&]gsessionid=(\\w*\\-)'	254,438,594,790
'([=!]=)\\s*(None|False|True)'	640,945,1025,1505
'(?i)([aeiou]).{1,3}([aeiou])nes$'	305,1025,1138,1505
'([+\\-&|!(){}\\[\\]\\^"~*?:\\\\])'	813,913,927,1003
'(^[ \\t]*>>> |^[ \\t]*\\.\\.\\. )'	422,602,747,1517
'([=\\(\\)|\\-!@~\\"&/\\\\\\^\\$\\=])'	172,391,682,872
'(^|\\n)[ ]{0,3}:[ ]{1,3}(.*?)(\\n|$)'	236,247,919,1007
'<base\\s+href\\s*=\\s*[\'"]?([^\'">]+)'	1263,1290,1580,1594
'^<\\?xml.*?encoding=["\\\']*(.+?)["\\\'>]'	1263,1535,1580,1594
'^[= ]([*> ]) ([^- ]+)-([^ ]+) \\[ (.*) \\]'	614,947,996,1491
'<meta.*?content=["\\\']*;?charset=(.+?)["\\\'>]'	1263,1535,1580,1594
'(?i)([\xe1\xe9\xed\xf3\xfa]).*([\xe1\xe9\xed\xf3\xfa])'	305,1025,1138,1505
'.*[\\\\/]([^\\\\/]+)[\\\\/][^\\\\/]+[\\\\/]scons[\\\\/]?$'	592,896,1301,1403
'(?P<prefix>[|+ ]*)(?P<samples>\\d+), (?P<symbol>[^,]+), (?P<image>.*)'	851,1269,1561,1576
'(?i)([ -](regular|plain|italic|oblique|(semi)?bold|(ultra)?light|extra|condensed))+$'	642,776,971,1203
'(?i)([ -](regular|plain|italic|oblique|bold|semibold|light|ultralight|extra|condensed))+$'	642,776,971,1203
'(?ms)^(?P<package>[^#]\\S+)[\t ]+(?P<question>\\S+)[\t ]+(?P<type>\\S+)[\t ]+(?P<value>[^\n]*)$'	614,947,996,1491
'(?P<year>\\d{4})-(?P<month>\\d{1,2})-(?P<day>\\d{1,2})[T ](?P<hour>\\d{1,2}):(?P<minute>\\d{1,2})(?::(?P<second>\\d{1,2})(?:\\.(?P<microsecond>\\d{1,6})\\d{0,6})?)?(?P<tzinfo>Z|[+-]\\d{1,2}:\\d{1,2})?$'	849,878,1495,1634
'\n                            ^\\s*\n                            (?: (?P<week>   \\d+ (?:\\.\\d*)? ) \\s* [wW]  )? \\s*\n                            (?: (?P<day>    \\d+ (?:\\.\\d*)? ) \\s* [dD]? )? \\s*\n                            (?: (?P<hour>   \\d+ (?:\\.\\d*)? ) \\s* [hH]  )? \\s*\n                            (?: (?P<minute> \\d+ (?:\\.\\d*)? ) \\s* [mM]  )? \\s*\n                            (?: (?P<second> \\d+ (?:\\.\\d*)? ) \\s* [sS]  )? \\s*\n                            $\n                            '	614,947,996,1491
'\n    \\A\\s*                      # optional whitespace at the start, then\n    (?P<sign>[-+]?)            # an optional sign, then\n    (?=\\d|\\.\\d)                # lookahead for digit or .digit\n    (?P<num>\\d*)               # numerator (possibly empty)\n    (?:                        # followed by\n       (?:/(?P<denom>\\d+))?    # an optional denominator\n    |                          # or\n       (?:\\.(?P<decimal>\\d*))? # an optional fractional part\n       (?:E(?P<exp>[-+]?\\d+))? # and optional exponent\n    )\n    \\s*\\Z                      # and optional whitespace to finish\n'	689,1054,1087,1580
'[./]'	1007,1015,1032
'[eE]'	518,787,1280
'[;,]'	1063,1254,1258
'[,;]'	262,267,268
'^[67]'	241,874,1249
'[[*?]'	1007,1015,1032
'[\n]+'	538,733,1288
'^[ab]$'	873,1580,1592
'([}{])'	52,188,597
'h[23]$'	557,1223,1420
'<H[13]'	1007,1015,1032
'[\r\n]'	43,826,1386
'[ ]+\t'	61,166,410
'[kK]ey'	1007,1015,1032
u'[\\t]'	304,1025,1322
'[%\\\\]'	1007,1015,1032
'^([ ]*)'	819,1317,1501
'[\n ]+$'	794,1025,1379
'^[67]\\.'	241,874,1249
'([ ]+)\t'	61,166,410
'([\\.,])'	1415,1469,1580
'[-/.: ]+'	1269,1469,1498
'[./\\\\]'	422,747,1517
'^[78]\\.'	241,874,1249
'[\\[\\]]'	560,767,1328
'[Tt ].*$'	813,927,1003
'\\\\?[()]'	252,1087,1495
'[\n\t\r}]'	1630,1632,1639
'[pP]ython'	12,1054,1087
'([sh]db)\\s'	560,1317,1501
'[ \t]+(?=\n)'	113,147,181
'^["<].*[>"]$'	0,139,785
'^\\${\\d+[:}]'	52,188,597
'\\s*/[/*]\\s*'	557,1223,1420
'[ \t]*\n[ \t]*'	526,1046,1642
'[Vv]ersion .*?,'	560,1317,1501
'[+-]?(\\d*)(.*)'	247,919,1007
'^[\'"](.*)[\'"]$'	308,743,1216
'else[ \\f\\t]+if'	53,171,1381
'(?<![\\\\])(\\s)'	119,225,976
'^(.+)[:(]\\d+[:)]'	306,322,464
'^@[Dd][Aa][Tt][Aa]'	531,832,846
'ERROR[: ]|failed: '	1025,1322,1505
'(^|/)Change[Ll]og$'	526,1046,1642
'(.*?)([1aAiI])(.*)'	518,757,787
'[\\/][^\\/]+[\\/]?$'	532,577,1314
'^[cC](\\:[\\\\\\/]+)'	1007,1015,1032
'ustar *\x00|[ \x00]*$'	1269,1469,1498
'^([^<]+)[<]?(.*)[>]?$'	241,874,1249
'.*(\\.ipy|\\.py[w]?)$'	422,747,1517
'(?<![\\\\\\=\\:])(\\s)'	119,225,976
'.*(\\.so|\\.py[cod]?)$'	422,747,1517
"'([..\\n]+)'\\s+(..+$)"	531,832,846
'VmRSS:[\\t ]*(\\d+) kB'	560,1317,1501
'^<type [\'"](.+)[\'"]>$'	498,602,1495
'([\\[\\]#$%&_{}^~\\\\])'	557,1223,1420
'VmSwap:[\\t ]*(\\d+) kB'	560,1317,1501
'^[ \t]*import[ \t]+([^#]+)'	12,1054,1087
'^[http|file|chrome|about].*'	1007,1015,1032
'^RADIO/radio[.](.+[.])?img$'	968,1016,1116
'[\\0\\n\\r\\032\\\'\\"\\\\]'	779,1247,1407
'^([MAGCUD_ ][MAGCUD_ ]) (.+)'	241,874,1249
'^([^.]+)[.]([^.]+)[.]?([^.]*)'	241,874,1249
'^(\\d+\\.|[-*|]|\\[\\d+\\]) .'	462,690,1119
