observation,string,abstract,node,accuracy
14,M3R0V1_CCC,A19,"C2,T1",0.6
15,M3R0V1_CCC,A19,"C2,T1",0.5
16,M3R0V1_CCC,A19,"C2,T1",0.6
17,M3R0V1_CCC,A19,"C2,T1",0.6
18,M3R0V1_CCC,A19,"C2,T1",1
19,M3R0V1_CCC,A19,"C2,T1",0.8
20,M3R0V1_CCC,A19,"C2,T1",1
21,M3R0V1_CCC,A19,"C2,T1",1
22,M3R0V1_CCC,A19,"C2,T1",0.6
23,M3R0V1_CCC,A19,"C2,T1",1
24,M3R0V1_CCC,A19,"C2,T1",1
25,M3R0V1_CCC,A19,"C2,T1",0.6
26,M3R0V1_CCC,A19,"C2,T1",0.8
27,M3R0V1_CCC,A19,"C2,T1",1
28,M3R0V1_CCC,A19,"C2,T1",0.6
29,M3R0V1_CCC,A19,"C2,T1",1
30,M3R0V1_CCC,A19,"C2,T1",1
1,M3R0V2_HEXRNG,A19,T2,0.6
2,M3R0V2_HEXRNG,A19,T2,0.6
3,M3R0V2_HEXRNG,A19,T2,0.6
4,M3R0V2_HEXRNG,A19,T2,1
5,M3R0V2_HEXRNG,A19,T2,1
6,M3R0V2_HEXRNG,A19,T2,1
7,M3R0V2_HEXRNG,A19,T2,1
8,M3R0V2_HEXRNG,A19,T2,1
9,M3R0V2_HEXRNG,A19,T2,0.6
10,M3R0V2_HEXRNG,A19,T2,0.8
11,M3R0V2_HEXRNG,A19,T2,1
12,M3R0V2_HEXRNG,A19,T2,0.8
13,M3R0V2_HEXRNG,A19,T2,1
14,M3R0V2_HEXRNG,A19,T2,1
15,M3R0V2_HEXRNG,A19,T2,1
16,M3R0V2_HEXRNG,A19,T2,0.6
17,M3R0V2_HEXRNG,A19,T2,0.2
18,M3R0V2_HEXRNG,A19,T2,1
19,M3R0V2_HEXRNG,A19,T2,0.6
20,M3R0V2_HEXRNG,A19,T2,0.2
21,M3R0V2_HEXRNG,A19,T2,0.6
22,M3R0V2_HEXRNG,A19,T2,0.6
23,M3R0V2_HEXRNG,A19,T2,0.6
24,M3R0V2_HEXRNG,A19,T2,1
25,M3R0V2_HEXRNG,A19,T2,1
26,M3R0V2_HEXRNG,A19,T2,0.4
27,M3R0V2_HEXRNG,A19,T2,0.8
28,M3R0V2_HEXRNG,A19,T2,1
29,M3R0V2_HEXRNG,A19,T2,1
30,M3R0V2_HEXRNG,A19,T2,1
1,M3R1V0_OCTRNG,A20,"C1,T4",1
2,M3R1V0_OCTRNG,A20,"C1,T4",0.75
3,M3R1V0_OCTRNG,A20,"C1,T4",1
4,M3R1V0_OCTRNG,A20,"C1,T4",1
5,M3R1V0_OCTRNG,A20,"C1,T4",NA
6,M3R1V0_OCTRNG,A20,"C1,T4",1
7,M3R1V0_OCTRNG,A20,"C1,T4",1
8,M3R1V0_OCTRNG,A20,"C1,T4",1
9,M3R1V0_OCTRNG,A20,"C1,T4",1
10,M3R1V0_OCTRNG,A20,"C1,T4",0.8
11,M3R1V0_OCTRNG,A20,"C1,T4",1
12,M3R1V0_OCTRNG,A20,"C1,T4",1
13,M3R1V0_OCTRNG,A20,"C1,T4",1
14,M3R1V0_OCTRNG,A20,"C1,T4",1
15,M3R1V0_OCTRNG,A20,"C1,T4",0.6
16,M3R1V0_OCTRNG,A20,"C1,T4",0.25
17,M3R1V0_OCTRNG,A20,"C1,T4",1
18,M3R1V0_OCTRNG,A20,"C1,T4",1
19,M3R1V0_OCTRNG,A20,"C1,T4",NA
20,M3R1V0_OCTRNG,A20,"C1,T4",0.8
21,M3R1V0_OCTRNG,A20,"C1,T4",1
22,M3R1V0_OCTRNG,A20,"C1,T4",1
23,M3R1V0_OCTRNG,A20,"C1,T4",1
24,M3R1V0_OCTRNG,A20,"C1,T4",1
25,M3R1V0_OCTRNG,A20,"C1,T4",1
26,M3R1V0_OCTRNG,A20,"C1,T4",1
27,M3R1V0_OCTRNG,A20,"C1,T4",1
28,M3R1V0_OCTRNG,A20,"C1,T4",1
29,M3R1V0_OCTRNG,A20,"C1,T4",0
30,M3R1V0_OCTRNG,A20,"C1,T4",1
1,M3R1V1_CCC,A20,"C2,T1",1
2,M3R1V1_CCC,A20,"C2,T1",1
3,M3R1V1_CCC,A20,"C2,T1",1
4,M3R1V1_CCC,A20,"C2,T1",1
5,M3R1V1_CCC,A20,"C2,T1",1
6,M3R1V1_CCC,A20,"C2,T1",1
7,M3R1V1_CCC,A20,"C2,T1",1
8,M3R1V1_CCC,A20,"C2,T1",1
9,M3R1V1_CCC,A20,"C2,T1",1
10,M3R1V1_CCC,A20,"C2,T1",0.8
11,M3R1V1_CCC,A20,"C2,T1",1
12,M3R1V1_CCC,A20,"C2,T1",1
13,M3R1V1_CCC,A20,"C2,T1",0.8
14,M3R1V1_CCC,A20,"C2,T1",0.8
15,M3R1V1_CCC,A20,"C2,T1",0.8
16,M3R1V1_CCC,A20,"C2,T1",1
17,M3R1V1_CCC,A20,"C2,T1",1
18,M3R1V1_CCC,A20,"C2,T1",1
19,M3R1V1_CCC,A20,"C2,T1",1
20,M3R1V1_CCC,A20,"C2,T1",1
21,M3R1V1_CCC,A20,"C2,T1",0.8
22,M3R1V1_CCC,A20,"C2,T1",0.8
23,M3R1V1_CCC,A20,"C2,T1",1
24,M3R1V1_CCC,A20,"C2,T1",1
25,M3R1V1_CCC,A20,"C2,T1",0.5
26,M3R1V1_CCC,A20,"C2,T1",1
27,M3R1V1_CCC,A20,"C2,T1",1
28,M3R1V1_CCC,A20,"C2,T1",1
29,M3R1V1_CCC,A20,"C2,T1",1
30,M3R1V1_CCC,A20,"C2,T1",1
1,M3R1V2_HEXRNG,A20,T2,1
2,M3R1V2_HEXRNG,A20,T2,0.6
3,M3R1V2_HEXRNG,A20,T2,NA
4,M3R1V2_HEXRNG,A20,T2,1
5,M3R1V2_HEXRNG,A20,T2,1
6,M3R1V2_HEXRNG,A20,T2,NA
7,M3R1V2_HEXRNG,A20,T2,1
8,M3R1V2_HEXRNG,A20,T2,0.5
9,M3R1V2_HEXRNG,A20,T2,1
10,M3R1V2_HEXRNG,A20,T2,0.8
11,M3R1V2_HEXRNG,A20,T2,NA
12,M3R1V2_HEXRNG,A20,T2,0
13,M3R1V2_HEXRNG,A20,T2,1
14,M3R1V2_HEXRNG,A20,T2,1
15,M3R1V2_HEXRNG,A20,T2,1
16,M3R1V2_HEXRNG,A20,T2,1
17,M3R1V2_HEXRNG,A20,T2,1
18,M3R1V2_HEXRNG,A20,T2,NA
19,M3R1V2_HEXRNG,A20,T2,1
20,M3R1V2_HEXRNG,A20,T2,0.8
21,M3R1V2_HEXRNG,A20,T2,1
22,M3R1V2_HEXRNG,A20,T2,1
23,M3R1V2_HEXRNG,A20,T2,0.3333333333
24,M3R1V2_HEXRNG,A20,T2,1
25,M3R1V2_HEXRNG,A20,T2,1
26,M3R1V2_HEXRNG,A20,T2,1
27,M3R1V2_HEXRNG,A20,T2,1
28,M3R1V2_HEXRNG,A20,T2,1
29,M3R1V2_HEXRNG,A20,T2,1
30,M3R1V2_HEXRNG,A20,T2,1
1,M4R0V0_QST,A21,D2,1
2,M4R0V0_QST,A21,D2,0.8
3,M4R0V0_QST,A21,D2,1
4,M4R0V0_QST,A21,D2,NA
5,M4R0V0_QST,A21,D2,0.8
6,M4R0V0_QST,A21,D2,1
7,M4R0V0_QST,A21,D2,0.6
8,M4R0V0_QST,A21,D2,0.5
9,M4R0V0_QST,A21,D2,0.6
10,M4R0V0_QST,A21,D2,0.6
11,M4R0V0_QST,A21,D2,1
12,M4R0V0_QST,A21,D2,1
13,M4R0V0_QST,A21,D2,0.75
14,M4R0V0_QST,A21,D2,1
15,M4R0V0_QST,A21,D2,1
16,M4R0V0_QST,A21,D2,0.3333333333
17,M4R0V0_QST,A21,D2,0.6
18,M4R0V0_QST,A21,D2,0.4
19,M4R0V0_QST,A21,D2,0.8
20,M4R0V0_QST,A21,D2,0.6
21,M4R0V0_QST,A21,D2,0.4
22,M4R0V0_QST,A21,D2,0.8
23,M4R0V0_QST,A21,D2,1
24,M4R0V0_QST,A21,D2,1
25,M4R0V0_QST,A21,D2,0.8
26,M4R0V0_QST,A21,D2,1
27,M4R0V0_QST,A21,D2,0.6
28,M4R0V0_QST,A21,D2,1
29,M4R0V0_QST,A21,D2,1
30,M4R0V0_QST,A21,D2,1
1,M4R0V1_OR,A21,D3,0.8
2,M4R0V1_OR,A21,D3,0.8
3,M4R0V1_OR,A21,D3,1
4,M4R0V1_OR,A21,D3,0.25
5,M4R0V1_OR,A21,D3,1
6,M4R0V1_OR,A21,D3,0.8
7,M4R0V1_OR,A21,D3,0.75
8,M4R0V1_OR,A21,D3,1
9,M4R0V1_OR,A21,D3,1
10,M4R0V1_OR,A21,D3,0.6
11,M4R0V1_OR,A21,D3,1
12,M4R0V1_OR,A21,D3,1
13,M4R0V1_OR,A21,D3,0.8
14,M4R0V1_OR,A21,D3,1
15,M4R0V1_OR,A21,D3,1
16,M4R0V1_OR,A21,D3,0.6
17,M4R0V1_OR,A21,D3,1
18,M4R0V1_OR,A21,D3,1
19,M4R0V1_OR,A21,D3,1
20,M4R0V1_OR,A21,D3,1
21,M4R0V1_OR,A21,D3,1
22,M4R0V1_OR,A21,D3,1
23,M4R0V1_OR,A21,D3,0.6
24,M4R0V1_OR,A21,D3,0.6
25,M4R0V1_OR,A21,D3,1
26,M4R0V1_OR,A21,D3,0.75
27,M4R0V1_OR,A21,D3,0.2
28,M4R0V1_OR,A21,D3,1
29,M4R0V1_OR,A21,D3,1
30,M4R0V1_OR,A21,D3,0.8
1,M4R0V2_DBB,A21,D1,0.6
2,M4R0V2_DBB,A21,D1,1
3,M4R0V2_DBB,A21,D1,0.6
4,M4R0V2_DBB,A21,D1,0.6
5,M4R0V2_DBB,A21,D1,1
6,M4R0V2_DBB,A21,D1,0.25
7,M4R0V2_DBB,A21,D1,0.6
8,M4R0V2_DBB,A21,D1,0.8
9,M4R0V2_DBB,A21,D1,0.6
10,M4R0V2_DBB,A21,D1,NA
11,M4R0V2_DBB,A21,D1,1
12,M4R0V2_DBB,A21,D1,1
13,M4R0V2_DBB,A21,D1,1
14,M4R0V2_DBB,A21,D1,1
15,M4R0V2_DBB,A21,D1,1
16,M4R0V2_DBB,A21,D1,1
17,M4R0V2_DBB,A21,D1,1
18,M4R0V2_DBB,A21,D1,0.6
19,M4R0V2_DBB,A21,D1,1
20,M4R0V2_DBB,A21,D1,1
21,M4R0V2_DBB,A21,D1,0.6
22,M4R0V2_DBB,A21,D1,0.4
23,M4R0V2_DBB,A21,D1,0.8
24,M4R0V2_DBB,A21,D1,1
25,M4R0V2_DBB,A21,D1,1
26,M4R0V2_DBB,A21,D1,1
27,M4R0V2_DBB,A21,D1,0.8
28,M4R0V2_DBB,A21,D1,0.8
29,M4R0V2_DBB,A21,D1,1
30,M4R0V2_DBB,A21,D1,1
1,M4R1V0_DBB,A22,D1,1
2,M4R1V0_DBB,A22,D1,0.6
3,M4R1V0_DBB,A22,D1,1
4,M4R1V0_DBB,A22,D1,0.6
5,M4R1V0_DBB,A22,D1,1
6,M4R1V0_DBB,A22,D1,0.4
7,M4R1V0_DBB,A22,D1,0.4
8,M4R1V0_DBB,A22,D1,0.8
9,M4R1V0_DBB,A22,D1,1
10,M4R1V0_DBB,A22,D1,0.8
11,M4R1V0_DBB,A22,D1,0.8
12,M4R1V0_DBB,A22,D1,0.8
13,M4R1V0_DBB,A22,D1,1
14,M4R1V0_DBB,A22,D1,1
15,M4R1V0_DBB,A22,D1,0.75
16,M4R1V0_DBB,A22,D1,0.5
17,M4R1V0_DBB,A22,D1,1
18,M4R1V0_DBB,A22,D1,1
19,M4R1V0_DBB,A22,D1,1
20,M4R1V0_DBB,A22,D1,0.4
21,M4R1V0_DBB,A22,D1,0.6
22,M4R1V0_DBB,A22,D1,1
23,M4R1V0_DBB,A22,D1,1
24,M4R1V0_DBB,A22,D1,1
25,M4R1V0_DBB,A22,D1,1
26,M4R1V0_DBB,A22,D1,1
27,M4R1V0_DBB,A22,D1,1
28,M4R1V0_DBB,A22,D1,1
29,M4R1V0_DBB,A22,D1,1
30,M4R1V0_DBB,A22,D1,1
1,M4R1V1_OR,A22,D3,1
2,M4R1V1_OR,A22,D3,1
3,M4R1V1_OR,A22,D3,0.4
4,M4R1V1_OR,A22,D3,1
5,M4R1V1_OR,A22,D3,1
6,M4R1V1_OR,A22,D3,1
7,M4R1V1_OR,A22,D3,1
8,M4R1V1_OR,A22,D3,0.4
9,M4R1V1_OR,A22,D3,1
10,M4R1V1_OR,A22,D3,0.8
11,M4R1V1_OR,A22,D3,1
12,M4R1V1_OR,A22,D3,1
13,M4R1V1_OR,A22,D3,1
14,M4R1V1_OR,A22,D3,1
15,M4R1V1_OR,A22,D3,0.4
16,M4R1V1_OR,A22,D3,1
17,M4R1V1_OR,A22,D3,1
18,M4R1V1_OR,A22,D3,1
19,M4R1V1_OR,A22,D3,1
20,M4R1V1_OR,A22,D3,1
21,M4R1V1_OR,A22,D3,0.8
22,M4R1V1_OR,A22,D3,1
23,M4R1V1_OR,A22,D3,0.8
24,M4R1V1_OR,A22,D3,1
25,M4R1V1_OR,A22,D3,1
26,M4R1V1_OR,A22,D3,1
27,M4R1V1_OR,A22,D3,1
28,M4R1V1_OR,A22,D3,0.6
29,M4R1V1_OR,A22,D3,0.8
30,M4R1V1_OR,A22,D3,1
1,M4R1V2_QST,A22,D2,0.8
2,M4R1V2_QST,A22,D2,0.6
3,M4R1V2_QST,A22,D2,1
4,M4R1V2_QST,A22,D2,0.4
5,M4R1V2_QST,A22,D2,1
6,M4R1V2_QST,A22,D2,0.6
7,M4R1V2_QST,A22,D2,0.4
8,M4R1V2_QST,A22,D2,0.6
9,M4R1V2_QST,A22,D2,0.6
10,M4R1V2_QST,A22,D2,1
11,M4R1V2_QST,A22,D2,0.6
12,M4R1V2_QST,A22,D2,1
13,M4R1V2_QST,A22,D2,1
14,M4R1V2_QST,A22,D2,0.6
15,M4R1V2_QST,A22,D2,1
16,M4R1V2_QST,A22,D2,0.8
17,M4R1V2_QST,A22,D2,0.75
18,M4R1V2_QST,A22,D2,1
19,M4R1V2_QST,A22,D2,0.4
20,M4R1V2_QST,A22,D2,0.8
21,M4R1V2_QST,A22,D2,1
22,M4R1V2_QST,A22,D2,0.8
23,M4R1V2_QST,A22,D2,1
24,M4R1V2_QST,A22,D2,1
25,M4R1V2_QST,A22,D2,0.6
26,M4R1V2_QST,A22,D2,0.6
27,M4R1V2_QST,A22,D2,1
28,M4R1V2_QST,A22,D2,0.8
29,M4R1V2_QST,A22,D2,0.4
30,M4R1V2_QST,A22,D2,1
1,M5R0V0_CCC,A23,C2,0.8
2,M5R0V0_CCC,A23,C2,0.8
3,M5R0V0_CCC,A23,C2,1
4,M5R0V0_CCC,A23,C2,1
5,M5R0V0_CCC,A23,C2,0.8
6,M5R0V0_CCC,A23,C2,1
7,M5R0V0_CCC,A23,C2,1
8,M5R0V0_CCC,A23,C2,1
9,M5R0V0_CCC,A23,C2,1
10,M5R0V0_CCC,A23,C2,1
11,M5R0V0_CCC,A23,C2,1
12,M5R0V0_CCC,A23,C2,0.75
13,M5R0V0_CCC,A23,C2,0.8
14,M5R0V0_CCC,A23,C2,1
15,M5R0V0_CCC,A23,C2,0.6
16,M5R0V0_CCC,A23,C2,1
17,M5R0V0_CCC,A23,C2,1
18,M5R0V0_CCC,A23,C2,1
19,M5R0V0_CCC,A23,C2,1
20,M5R0V0_CCC,A23,C2,1
21,M5R0V0_CCC,A23,C2,0.8
22,M5R0V0_CCC,A23,C2,1
23,M5R0V0_CCC,A23,C2,1
24,M5R0V0_CCC,A23,C2,1
25,M5R0V0_CCC,A23,C2,1
26,M5R0V0_CCC,A23,C2,1
27,M5R0V0_CCC,A23,C2,1
28,M5R0V0_CCC,A23,C2,0.8
29,M5R0V0_CCC,A23,C2,0.8
30,M5R0V0_CCC,A23,C2,1
1,M5R0V1_RNG,A23,C1,0.4
2,M5R0V1_RNG,A23,C1,1
3,M5R0V1_RNG,A23,C1,1
4,M5R0V1_RNG,A23,C1,1
5,M5R0V1_RNG,A23,C1,0.6
6,M5R0V1_RNG,A23,C1,1
7,M5R0V1_RNG,A23,C1,0.6
8,M5R0V1_RNG,A23,C1,1
9,M5R0V1_RNG,A23,C1,1
10,M5R0V1_RNG,A23,C1,1
11,M5R0V1_RNG,A23,C1,1
12,M5R0V1_RNG,A23,C1,1
13,M5R0V1_RNG,A23,C1,1
14,M5R0V1_RNG,A23,C1,1
15,M5R0V1_RNG,A23,C1,1
16,M5R0V1_RNG,A23,C1,1
17,M5R0V1_RNG,A23,C1,1
18,M5R0V1_RNG,A23,C1,1
19,M5R0V1_RNG,A23,C1,1
20,M5R0V1_RNG,A23,C1,0.8
21,M5R0V1_RNG,A23,C1,1
22,M5R0V1_RNG,A23,C1,1
23,M5R0V1_RNG,A23,C1,1
24,M5R0V1_RNG,A23,C1,1
25,M5R0V1_RNG,A23,C1,1
26,M5R0V1_RNG,A23,C1,1
27,M5R0V1_RNG,A23,C1,1
28,M5R0V1_RNG,A23,C1,0.8
29,M5R0V1_RNG,A23,C1,1
30,M5R0V1_RNG,A23,C1,1
1,M5R0V2_OR,A23,C5,0.4
2,M5R0V2_OR,A23,C5,1
3,M5R0V2_OR,A23,C5,0.3333333333
4,M5R0V2_OR,A23,C5,0.6
5,M5R0V2_OR,A23,C5,1
6,M5R0V2_OR,A23,C5,0.75
7,M5R0V2_OR,A23,C5,0.75
8,M5R0V2_OR,A23,C5,1
9,M5R0V2_OR,A23,C5,1
10,M5R0V2_OR,A23,C5,1
11,M5R0V2_OR,A23,C5,1
12,M5R0V2_OR,A23,C5,0.8
13,M5R0V2_OR,A23,C5,1
14,M5R0V2_OR,A23,C5,1
15,M5R0V2_OR,A23,C5,1
16,M5R0V2_OR,A23,C5,1
17,M5R0V2_OR,A23,C5,1
18,M5R0V2_OR,A23,C5,1
19,M5R0V2_OR,A23,C5,0.6
20,M5R0V2_OR,A23,C5,1
21,M5R0V2_OR,A23,C5,0.4
22,M5R0V2_OR,A23,C5,1
23,M5R0V2_OR,A23,C5,1
24,M5R0V2_OR,A23,C5,1
25,M5R0V2_OR,A23,C5,0.4
26,M5R0V2_OR,A23,C5,1
27,M5R0V2_OR,A23,C5,1
28,M5R0V2_OR,A23,C5,1
29,M5R0V2_OR,A23,C5,0.8
30,M5R0V2_OR,A23,C5,1
1,M5R1V0_CCC,A24,C2,0.8
2,M5R1V0_CCC,A24,C2,1
3,M5R1V0_CCC,A24,C2,1
4,M5R1V0_CCC,A24,C2,0.8
5,M5R1V0_CCC,A24,C2,1
6,M5R1V0_CCC,A24,C2,1
7,M5R1V0_CCC,A24,C2,1
8,M5R1V0_CCC,A24,C2,1
9,M5R1V0_CCC,A24,C2,1
10,M5R1V0_CCC,A24,C2,0.8
11,M5R1V0_CCC,A24,C2,1
12,M5R1V0_CCC,A24,C2,0.75
13,M5R1V0_CCC,A24,C2,1
14,M5R1V0_CCC,A24,C2,0.8
15,M5R1V0_CCC,A24,C2,1
16,M5R1V0_CCC,A24,C2,0.8
17,M5R1V0_CCC,A24,C2,1
18,M5R1V0_CCC,A24,C2,0.4
19,M5R1V0_CCC,A24,C2,1
20,M5R1V0_CCC,A24,C2,0.4
21,M5R1V0_CCC,A24,C2,1
22,M5R1V0_CCC,A24,C2,1
23,M5R1V0_CCC,A24,C2,0.8
24,M5R1V0_CCC,A24,C2,0.8
25,M5R1V0_CCC,A24,C2,0.8
26,M5R1V0_CCC,A24,C2,1
27,M5R1V0_CCC,A24,C2,0.4
28,M5R1V0_CCC,A24,C2,0.8
29,M5R1V0_CCC,A24,C2,1
30,M5R1V0_CCC,A24,C2,1
1,M5R1V1_RNG,A24,C1,1
2,M5R1V1_RNG,A24,C1,1
3,M5R1V1_RNG,A24,C1,0.8
4,M5R1V1_RNG,A24,C1,1
5,M5R1V1_RNG,A24,C1,0.8
6,M5R1V1_RNG,A24,C1,0.8
7,M5R1V1_RNG,A24,C1,1
8,M5R1V1_RNG,A24,C1,1
9,M5R1V1_RNG,A24,C1,1
10,M5R1V1_RNG,A24,C1,0.8
11,M5R1V1_RNG,A24,C1,1
12,M5R1V1_RNG,A24,C1,1
13,M5R1V1_RNG,A24,C1,1
14,M5R1V1_RNG,A24,C1,1
15,M5R1V1_RNG,A24,C1,1
16,M5R1V1_RNG,A24,C1,1
17,M5R1V1_RNG,A24,C1,1
18,M5R1V1_RNG,A24,C1,0.8
19,M5R1V1_RNG,A24,C1,0.8
20,M5R1V1_RNG,A24,C1,1
21,M5R1V1_RNG,A24,C1,0.8
22,M5R1V1_RNG,A24,C1,1
23,M5R1V1_RNG,A24,C1,1
24,M5R1V1_RNG,A24,C1,0.8
25,M5R1V1_RNG,A24,C1,1
26,M5R1V1_RNG,A24,C1,0.6
27,M5R1V1_RNG,A24,C1,1
28,M5R1V1_RNG,A24,C1,1
29,M5R1V1_RNG,A24,C1,1
30,M5R1V1_RNG,A24,C1,1
1,M5R1V2_OR,A24,C5,1
2,M5R1V2_OR,A24,C5,1
3,M5R1V2_OR,A24,C5,0.8
4,M5R1V2_OR,A24,C5,1
5,M5R1V2_OR,A24,C5,1
6,M5R1V2_OR,A24,C5,1
7,M5R1V2_OR,A24,C5,1
8,M5R1V2_OR,A24,C5,1
9,M5R1V2_OR,A24,C5,1
10,M5R1V2_OR,A24,C5,1
11,M5R1V2_OR,A24,C5,1
12,M5R1V2_OR,A24,C5,1
13,M5R1V2_OR,A24,C5,0.8
14,M5R1V2_OR,A24,C5,0.75
15,M5R1V2_OR,A24,C5,0.6
16,M5R1V2_OR,A24,C5,1
17,M5R1V2_OR,A24,C5,1
18,M5R1V2_OR,A24,C5,1
19,M5R1V2_OR,A24,C5,1
20,M5R1V2_OR,A24,C5,1
21,M5R1V2_OR,A24,C5,1
22,M5R1V2_OR,A24,C5,1
23,M5R1V2_OR,A24,C5,0.75
24,M5R1V2_OR,A24,C5,1
25,M5R1V2_OR,A24,C5,1
26,M5R1V2_OR,A24,C5,1
27,M5R1V2_OR,A24,C5,1
28,M5R1V2_OR,A24,C5,0.8
29,M5R1V2_OR,A24,C5,0.8
30,M5R1V2_OR,A24,C5,0.8
1,M6R0V0_OR,A25,"C5,T1",0.4
2,M6R0V0_OR,A25,"C5,T1",0.4
3,M6R0V0_OR,A25,"C5,T1",0.4
4,M6R0V0_OR,A25,"C5,T1",0.4
5,M6R0V0_OR,A25,"C5,T1",0.4
6,M6R0V0_OR,A25,"C5,T1",0.4
7,M6R0V0_OR,A25,"C5,T1",0.25
8,M6R0V0_OR,A25,"C5,T1",1
9,M6R0V0_OR,A25,"C5,T1",1
10,M6R0V0_OR,A25,"C5,T1",0
11,M6R0V0_OR,A25,"C5,T1",0.8
12,M6R0V0_OR,A25,"C5,T1",0.8
13,M6R0V0_OR,A25,"C5,T1",1
14,M6R0V0_OR,A25,"C5,T1",1
15,M6R0V0_OR,A25,"C5,T1",1
16,M6R0V0_OR,A25,"C5,T1",1
17,M6R0V0_OR,A25,"C5,T1",0.4
18,M6R0V0_OR,A25,"C5,T1",0.25
19,M6R0V0_OR,A25,"C5,T1",1
20,M6R0V0_OR,A25,"C5,T1",0.6
21,M6R0V0_OR,A25,"C5,T1",0.8
22,M6R0V0_OR,A25,"C5,T1",1
23,M6R0V0_OR,A25,"C5,T1",1
24,M6R0V0_OR,A25,"C5,T1",0.4
25,M6R0V0_OR,A25,"C5,T1",1
26,M6R0V0_OR,A25,"C5,T1",1
27,M6R0V0_OR,A25,"C5,T1",1
28,M6R0V0_OR,A25,"C5,T1",1
29,M6R0V0_OR,A25,"C5,T1",0.4
30,M6R0V0_OR,A25,"C5,T1",1
1,M6R0V1_CCC,A25,T1,0.2
2,M6R0V1_CCC,A25,T1,NA
3,M6R0V1_CCC,A25,T1,1
4,M6R0V1_CCC,A25,T1,1
5,M6R0V1_CCC,A25,T1,1
6,M6R0V1_CCC,A25,T1,0.25
7,M6R0V1_CCC,A25,T1,0.8
8,M6R0V1_CCC,A25,T1,1
9,M6R0V1_CCC,A25,T1,0.8
10,M6R0V1_CCC,A25,T1,1
11,M6R0V1_CCC,A25,T1,1
12,M6R0V1_CCC,A25,T1,1
13,M6R0V1_CCC,A25,T1,0.4
14,M6R0V1_CCC,A25,T1,0.8
15,M6R0V1_CCC,A25,T1,1
16,M6R0V1_CCC,A25,T1,1
17,M6R0V1_CCC,A25,T1,1
18,M6R0V1_CCC,A25,T1,1
19,M6R0V1_CCC,A25,T1,0.4
20,M6R0V1_CCC,A25,T1,1
21,M6R0V1_CCC,A25,T1,1
22,M6R0V1_CCC,A25,T1,0.4
23,M6R0V1_CCC,A25,T1,0.4
24,M6R0V1_CCC,A25,T1,0.4
25,M6R0V1_CCC,A25,T1,1
26,M6R0V1_CCC,A25,T1,0.8
27,M6R0V1_CCC,A25,T1,0.8
28,M6R0V1_CCC,A25,T1,1
29,M6R0V1_CCC,A25,T1,0.4
30,M6R0V1_CCC,A25,T1,1
1,M6R0V2_OCTCCC,A25,"C2,T4",0.5
2,M6R0V2_OCTCCC,A25,"C2,T4",0.6
3,M6R0V2_OCTCCC,A25,"C2,T4",0.4
4,M6R0V2_OCTCCC,A25,"C2,T4",0.4
5,M6R0V2_OCTCCC,A25,"C2,T4",1
6,M6R0V2_OCTCCC,A25,"C2,T4",NA
7,M6R0V2_OCTCCC,A25,"C2,T4",0.5
8,M6R0V2_OCTCCC,A25,"C2,T4",1
9,M6R0V2_OCTCCC,A25,"C2,T4",0.4
10,M6R0V2_OCTCCC,A25,"C2,T4",0.4
11,M6R0V2_OCTCCC,A25,"C2,T4",0.4
12,M6R0V2_OCTCCC,A25,"C2,T4",0.4
13,M6R0V2_OCTCCC,A25,"C2,T4",0.6
14,M6R0V2_OCTCCC,A25,"C2,T4",1
15,M6R0V2_OCTCCC,A25,"C2,T4",0.4
16,M6R0V2_OCTCCC,A25,"C2,T4",0.5
17,M6R0V2_OCTCCC,A25,"C2,T4",0.4
18,M6R0V2_OCTCCC,A25,"C2,T4",0.5
19,M6R0V2_OCTCCC,A25,"C2,T4",1
20,M6R0V2_OCTCCC,A25,"C2,T4",0.6
21,M6R0V2_OCTCCC,A25,"C2,T4",0.3333333333
22,M6R0V2_OCTCCC,A25,"C2,T4",0.4
23,M6R0V2_OCTCCC,A25,"C2,T4",0.4
24,M6R0V2_OCTCCC,A25,"C2,T4",0.4
25,M6R0V2_OCTCCC,A25,"C2,T4",NA
26,M6R0V2_OCTCCC,A25,"C2,T4",0.5
27,M6R0V2_OCTCCC,A25,"C2,T4",0.6
28,M6R0V2_OCTCCC,A25,"C2,T4",0.8
29,M6R0V2_OCTCCC,A25,"C2,T4",0.4
30,M6R0V2_OCTCCC,A25,"C2,T4",0.4
1,M6R1V0_OR,A26,"C5,T1",1
2,M6R1V0_OR,A26,"C5,T1",1
3,M6R1V0_OR,A26,"C5,T1",0.8
4,M6R1V0_OR,A26,"C5,T1",1
5,M6R1V0_OR,A26,"C5,T1",1
6,M6R1V0_OR,A26,"C5,T1",0.8
7,M6R1V0_OR,A26,"C5,T1",1
8,M6R1V0_OR,A26,"C5,T1",1
9,M6R1V0_OR,A26,"C5,T1",1
10,M6R1V0_OR,A26,"C5,T1",1
11,M6R1V0_OR,A26,"C5,T1",1
12,M6R1V0_OR,A26,"C5,T1",0.4
13,M6R1V0_OR,A26,"C5,T1",1
14,M6R1V0_OR,A26,"C5,T1",0.4
15,M6R1V0_OR,A26,"C5,T1",1
16,M6R1V0_OR,A26,"C5,T1",1
17,M6R1V0_OR,A26,"C5,T1",1
18,M6R1V0_OR,A26,"C5,T1",0.8
19,M6R1V0_OR,A26,"C5,T1",1
