'-isysroot\\s+\\S+(\\s|$)'	1054,1087,1263,1290,1580,1594
'\x1b\\[((?:\\d|;)*)([a-zA-Z])'	1263,1290,1580,1594,1612,1633
'(.+?)(\\s|$)'	305,1025,1322,1326,1505
'-(a|b|c)(\\d+)$'	1263,1290,1469,1580,1594
'([^"\\\\]|\\\\(.|$))+'	322,467,505,534,1466
"([^'\\\\]|\\\\(.|$))+"	322,467,505,534,1466
'(></)|("")|(\\n\\s+)\\n|(.|\\s)'	143,188,213,1094,1583
' |\\('	909,1127,1380,1526
'\\(|\\)'	614,947,996,1491
'((\\d|\\w|_)+)'	523,946,1116,1484
'(:|\\s)0+\\.(\\d+)'	568,807,1144,1247
'(^|\\n)[ ]{0,3}:[ ]{1,3}(.*?)(\\n|$)'	236,247,919,1007
'\\n\\s*ACCEPTS:\\s*((?:.|\\n)*?)(?:$|(?:\\n\\n))'	642,776,971,1203
'^(DISTRIB_(?:ID|RELEASE|CODENAME|DESCRIPTION))=(?:\'|")?([\\w\\s\\.-_]+)(?:\'|")?'	614,947,996,1491
'\r|\n'	9,16,1247
'\\.|_'	1317,1412,1501
'"|\\\\'	91,1179,1594
'\\.|\\\\'	1183,1506,1510
'((?:\\w|-)*)'	533,1007,1172
'^[a-zA-Z]+(\\s|$)'	1007,1015,1032
'/\\*(?:\\s|.)*?\\*/'	531,832,846
'(\\d+(\\.\\d+)?) (K|M|G|T)b?$'	12,101,827
'function (?:\\s|.)*?end function.*'	531,832,846
'subroutine (?:\\s|.)*?end subroutine.*'	531,832,846
'(^|\n)svn path=[^\n]+revision=\\d+(?=$|\n)'	526,1046,1642
'(^|\n)\\d+-\\d+-\\d+[ \t]+((\\w|[.-])+[ \t]+)+<[^\n>]+>(?=$|\n)'	526,1046,1642
'--- NOTE: IN THIS TESTCASE, WE EXPECT EXIT CODE ((?:-|\\d)+) ---'	1007,1015,1032
u'(\\d{4})-([^-]+)-(\\d{,2})T(\\d{,2}):(\\d{2})((\\+|-)(\\d{,2}:\\d{2}))'	220,1003,1247
'\\/\\* Begin PBXBuildFile section \\*\\/\n((?:.|\n)+?)\\/\\* End PBXBuildFile section \\*\\/'	289,638,956
',|;'	1628,1633
'\\s|,'	332,689
'(H|S)'	109,182
'^(X|A)$'	109,182
'(\\\\|")'	241,1249
':(\\s|$)'	171,1381
'(\\s|,)+'	640,662
'-t(?:\\s|$)'	602,747
'\\((H|S)\\)'	109,182
'[&?]acl($|=|&)'	1223,1420
'::(\\s*($|\\n))'	757,1087
'<([^ ]+)(>| ).*'	558,1326
'\\A\\d+(l|L)?\\Z'	518,787
'\\n\\s*(\\n|$).*'	757,1087
'@((?:\\w|-)*)(.*)'	533,1007
'None(?=\\s|\\]|,)'	1248,1488
'^(.+?)(s|t)(ion)$'	255,1184
'[&?]torrent($|=|&)'	1223,1420
'\\s*@((?:\\w|-)*):'	533,1007
'[&?]logging($|=|&)'	1223,1420
'\\\\(t|n|r|"|\\\\)'	55,908
'\\s*<((?:\\w|-)*)>'	533,1007
'[&?]location($|=|&)'	1223,1420
'\\-|\\s|T|t|:|\\.|Z'	171,1381
':|\\*|\\?|"|<|>|\\|'	305,1025
'[&?]versions($|=|&)'	1223,1420
'-?\\d+(?=\\s|\\]|,)'	1248,1488
'^\\s*(\\w|\\d)+\\s*$'	241,1249
'[&?]versioning($|=|&)'	1223,1420
'^(Y|X|A|N) ([\\S ]+)$'	109,182
'(\\w+)(\\.|:)\\s*(.*)'	1248,1488
'^([a-zA-Z0-9_]+):( |$)'	116,124
'^([A-Z].*?\\.(?:\\s|$))'	332,689
'\x1b\\]((?:.|;)*?)(\x07)'	1263,1580
'\\s*([^=:]+)(=|:)\\s*(.*)'	919,1007
'[&?]requestPayment($|=|&)'	1223,1420
'(\\s*[\\w\\W]*?\\.)(\\s|$)'	757,1087
'(h|s)\\w*(\\d\\d\\d\\d\\d)'	109,182
'(\\w+)\\s*<((\\w|,| |-)+)>'	241,1249
'(^| )`\\w([^`]*?\\w)?`($| )'	1087,1580
'[&?]versionId=([^&]+)($|=|&)'	1223,1420
'(\\*|_) (?=\\S) (.+?) (?<=\\S) \\1'	55,200
'(const)?.*::basic_string<.*>\\s*(\\*|\\&)?$'	241,1249
'enum\\s*{([^}]*)}\\s*([A-Z][A-Za-z]*)(\\s|;)'	1054,1198
'([+-]\\(.*?\\)|\\(.*?\\)[\\*\\+]|\\(.*?\\))(?:\\s|$)'	305,1505
'^(I|E)/(stdout|stderr|GeckoConsole)\\s*\\(\\s*\\d+\\):\\s*(.*)$'	919,1007
'(\\\\|\\*|\\+|\\?|\\||\\{|\\}|\\[|\\]|\\(|\\)|\\^|\\$|\\.|\\#|\\ )'	1025,1505
'^(\\s+typedef\\s+.*?;|\\s*(private|public):\\s*|\\s*{\\s*|\\s*(\\w|\\d|,)+\\s*)$'	241,1249
'^(application/(asx|x-(mplayer2|ms-wmp))|video/x-ms-(asf(-plugin)?|wm(p|v|x)?|wvx)|audio/x-ms-w(ax|ma))$'	391,872
'^application/x-java-((applet|bean)(;jpi-version=1\\.5|;version=(1\\.(1(\\.[1-3])?|(2|4)(\\.[1-2])?|3(\\.1)?|5)))?|vm)$'	391,872
'\n            ^\n            \\s*\n            (={1,5})\n            \\s*\n            (?P<name>(?:!=+|\n                        [^=!]+|\n                        !)+?\n            )\n            \\s*\n            \\1\n            (?:\\s|\\#|$)\n         '	305,1505
'^(application/(sdp|x-(mpeg|rtsp|sdp))|audio/(3gpp(2)?|AMR|aiff|basic|mid(i)?|mp4|mpeg|vnd\\.qcelp|wav|x-(aiff|m4(a|b|p)|midi|mpeg|wav))|image/(pict|png|tiff|x-(macpaint|pict|png|quicktime|sgi|targa|tiff))|video/(3gpp(2)?|flc|mp4|mpeg|quicktime|sd-video|x-mpeg))$'	391,872
'^\n\\s*((?:-|\\w|\\&|\\*)+)   # return type\n\\s*                    # skip whitespace\n\\(\\s*\\*\\s*             # opening (\n([a-z]\\w+)\\)           # match the function name until the closing )\n\\s*\\(\\s*([^)]*)\\).*      # group the function arguments\n$'	1054,1198
'>|%'	1076
':|='	1007
'/|-'	1488
',|$'	1179
'\n|,'	360
'\\s|$'	1248
'\\?| '	1555
'\\.|/'	1338
'\\.|-'	872
'<|&|"'	1076
"<|&|'"	1076
':|\\.'	760
'(\'|")'	560
'/|\\\\'	972
'\\\\|/'	471
'\\[|\\]'	1067
'\\s|\\('	842
'\\n|\\t'	936
'^(X|E)$'	109
'\\;|\\('	182
'( |\\n)'	1054
'\\+|\\-'	374
'(\\s|$)'	1001
'(\\s|_)+'	290
'\\*|\\\\'	374
'\\n|\\\\'	679
'\\s|,|;|:'	560
'^(H|h)yph'	1340
'^>>>( |$)'	1580
"('|\x00|%)"	413
'(\\d|\\.)+'	340
'@.+?(\\.|$)'	1491
'(?:\\:|\\d)'	135
'\\s*(\\n|$)'	727
'Data(\\s|$)'	126
'\\s|\\(|\\)'	1338
'\\. *(\n|$)'	1248
'(\\.|\\?|!)$'	534
'^(.+?)(\\s|$)'	407
'Title2(\\s|$)'	126
'\\$[^/]+(/|$)'	1315
'[^\\n]*(\\n|$)'	727
'^"?(Sch|S)(A|B)'	55
'(\'|")(.+)(\'|")'	310
'(\\r| |\\n|\\t)+'	908
'AJS =(.|\n)*\n}\n'	56
'[a-zA-Z]:(/|\\\\)'	1025
'DataText2?(\\s|$)'	126
'\\033\\[(\\d|;)+?m'	1580
'([^\\s].*?)(\\s|$)'	747
'\\s*(?P<a>,|:)\\s*'	1247
'__init__.py(c|o)?$'	1315
'(\\+|-)?(\\d|\\.)+'	340
'(\\n|^)--- *(\\n|$)'	1636
'^(T|t)ypo(graphy)?$'	1340
'^(\\s*)(\\*|0|o|-) '	290
'^(\\+|\\-)\\s*(.*)$'	641
'\\\\(\\$|/|\\^|\\\\)'	1025
'^(>>>|\\.\\.\\.)( |$)'	1580
'(ir|res|webdav)(\\W|$)'	731
'^(@|<|>|-|!|\\.)(\\s)*'	842
u'.+?(--.+?)(?:\\s|,|$)'	1580
'\\.egg(?:-info)?(?:/|$)'	944
'\\.([a-z]{2,3})(?:\\?|$)'	913
'.*[<]KILLLINE[>].*(\\n|$)'	356
'(?:(?:\\w|-)+\\.){2,}\\w+'	897
'^(?:M|A)(\\s+)(?P<name>.*)'	1325
'^([0-9a-fA-F]{2}(:|$)){6}$'	1644
'app(\\/|\\\\)|(lib|extras)$'	1215
'(\\S+)\\s+(\\S+)(,| )( .*)?'	1247
'^(=|-|~|`|#|"|\\^|\\+|\\*)+'	31
';?\\s*end(\\.|,|&|\\||\\s|$)'	407
'\\.|\\\\|\\/|\\||\\:|\\?|\\*'	45
'(?<=\\(|\\))[a-z|A-Z]*(?=\\()'	152
'AJS\\.([\\w_$]*?)(?:\\(|,|\\.)'	56
'\\sdo(\\s+\\|.*?\\|)?\\s*(#|$)'	407
'^.*?(?P<version>(\\d|\\.)+).*?$'	542
'(ir|res|workflow|webdav)(\\W|$)'	231
'\\+|\\\\|\\*|\\?|\\(|\\)|\\[|\\]'	190
'(^|\\s)([\\w]+)(\\++)($|\\s|\\,)'	1027
'^([^}{]*?[^;,}{\\s])\\s*(?=\n|$)'	1025
'AJS.Class =(.|\n)*\n};//End class'	56
'((?:\\[|&lt;)[a-z0-9]+?(?:\\]|>))'	169
'[\\d]+(-|/)[\\d]+(((-|/)[\\d]+)*)'	330
'(?<=\\(|\\))?[a-z|A-Z|0-9]*(?=\\()'	152
'^((?:\\w|-|_|\\.)+)(?:\\[(.*)\\])?$'	897
'(^|\\s)(or|and|not|OR|AND|NOT)($|\\s)'	1001
'^.*(\\d+){(\\+|-)(\\d+),(\\d+),(.)}.*$'	1644
'AJSDeferred =(.|\n)*\n};//End deferred'	56
'^([a-zA-Z_]\\w*)(\\.|:)([a-zA-Z_]\\w*)$'	975
'LaTeX Warning:.*?input line (\\d+)(\\.|$)'	31
'<[^>]*?id\\s*=\\s*("|\')(.*?)("|\')[^>]*?>'	719
'(setuptools|pkg_resources|distutils)(\\.|$)'	1580
'\\s+((\\w*?):.*?{(.|\n)*?\n\\s*})(,|\n+})\n'	56
'[ \\t\\r\\n]*(?:(?:#[^\\n]*)?\\r?(?:$|\\n))?'	55
'\\s*([^\\s\\(\\)"\\\'\\-=,\\[\\]/]*)\\s*(\\[|/)'	1248
'(\\s*[\\w\\W]*?(?:\\.(\\s|$)|[\\n][\\t ]*[\\n]))'	1087
'(^(\x00|\n|\r| |:|<)|[\x00\n\r\x80-\xff]+|[ ]+$)'	585
'https?://?([-\\w.]*\\.)?digg\\.com/\\w+\\.\\w+(/|$)'	200
'.*?(?=(\\?format=.+?(?=\\?|&|$)|\\&format=.+?(?=\\?|&|$)))'	436
'^\\-?([0-9]+\\.?[0-9]*|[0-9]*\\.?[0-9]+)((E|e)\\-?[0-9]+)?$'	729
'^\\s*//\\s*wxGlade:\\s*add\\s+((?:\\w|:)+)\\s+event handlers\\s*$'	602
'(ATTRS?|ENV|TEST){([a-zA-Z0-9/_.*%-]+)}\\s*(?:=|!)=\\s*"([^"]*)"$'	722
'^(?P<keyword>.*?)\t(?P<remainder>.*\t(?P<kind>[a-zA-Z])(?:\t|$).*)'	1583
'(?P<hostname>https?://(\\w|\\.|:)+)/projects/p/(?P<project>(\\w|-)+)/'	1186
'\\b(?P<name>\\S+?)/(?P<version>[^\\(\\s]+)(?P<default>\\(default\\))?(?:\\s|$)'	1384
'(-----BEGIN \\w*\\s*CERTIFICATE-----(\\w|\\W)+-----END \\w*\\s*CERTIFICATE-----)'	1242
'(-----BEGIN \\w*\\s*PRIVATE KEY-----(\\w|\\W)+-----END \\w*\\s*PRIVATE KEY-----)'	1242
'(?<!\\w|\\<|/|:)/[^\\s/]([^/]*[^\\s/])?/(?!\\w|/|:)|(?<!\\w)_[^\\s_]([^_]*[^\\s_])?_(?!\\w)'	18
'(ACTION|DEVPATH|KERNELS?|NAME|SYMLINK|SUBSYSTEMS?|DRIVERS?|TAG|RESULT|TEST)\\s*(?:=|!)=\\s*"([^"]*)"$'	722
'(?:.*(/|\\\\))?(?P<artist>.*) - (?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2}) (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<artist>.*) - (?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2})-(?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<artist>.*) - (?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2}) - (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<artist>.*) - (?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2})\\. (?P<title>.*)\\.(?:\\w{2,5})$'	913
'\\/\\* Begin PBXTargetDependency section \\*\\/\n((?:.|\n)+?)\\/\\* End PBXTargetDependency section \\*\\/'	289
'(?:.*(/|\\\\))?(?P<artist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2}) (?P<title>.*)\\.(?:\\w{2,5})$'	913
'\\/\\* Begin PBXHeadersBuildPhase section \\*\\/\n((?:.|\n)+?)\\/\\* End PBXHeadersBuildPhase section \\*\\/'	289
'\\/\\* Begin PBXSourcesBuildPhase section \\*\\/\n((?:.|\n)+?)\\/\\* End PBXSourcesBuildPhase section \\*\\/'	289
'(?:.*(/|\\\\))?(?P<artist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2}) - (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<artist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2})\\. (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:<FONT SIZE="-1">|<font face="arial,helvetica" size=2><(?:B|I)>)([^<]*?)/([^<]*?)(?:</(?:B|I)></font>|</FONT>)'	32
'(?:.*(/|\\\\))?(?P<artist>.*)(/|\\\\)(?P=artist) - (?P<album>.*) - (?P<tracknum>\\d{2}) - (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<artist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P=album)-(?P<tracknum>\\d{2})-(?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<albumartist>.*) - (?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2})_(?P<artist>.*)_-_(?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<albumartist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<artist>.*)-(?P<tracknum>\\d{2})-(?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<artist>.*)(/|\\\\)((?P<year>\\d{4}) - )(?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2})-(?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<albumartist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2}) - (?P<artist>.*) - (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<albumartist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<artist>.*) - (?P<tracknum>\\d{2}) - (?P<title>.*)\\.(?:\\w{2,5})$'	913
'(?:.*(/|\\\\))?(?P<albumartist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P<tracknum>\\d{2})\\. (?P<artist>.*) - (?P<title>.*)\\.(?:\\w{2,5})$'	913
'^.*/attempt_(?P<timestamp>\\d+)_(?P<step_num>\\d+)_(?P<node_type>m|r)_(?P<node_num>\\d+)_(?P<attempt_num>\\d+)/(?P<stream>stderr|syslog)$'	542
'(?:.*(/|\\\\))?(?P<albumartist>.*)(/|\\\\)(?P<album>.*)(/|\\\\)(?P=album)-(?P<tracknum>\\d{2})-(?P<artist>.*)-(?P<title>.*)\\.(?:\\w{2,5})$'	913
'^.*/task-attempts/attempt_(?P<timestamp>\\d+)_(?P<step_num>\\d+)_(?P<node_type>m|r)_(?P<node_num>\\d+)_(?P<attempt_num>\\d+)/(?P<stream>stderr|syslog)$'	440
'(?:http://)?(?:\\w+\\.)?youtube.com/(?:(?:view_play_list|my_playlists|artist)\\?.*?(p|a)=|user/.*?/user/|p/|user/.*?#[pg]/c/)([0-9A-Za-z]+)(?:/.*?/([0-9A-Za-z_-]+))?.*'	386
'\n(^|\\s) # start of string or has whitespace before it\n(https?://[:/.?=&;a-zA-Z0-9_-]+) # the URL itself, http or https only\n(\\s|$) # trailing whitespace or end of string\n'	485
"\\d{4}-\\d{2}-\\d{2} \\d{2}:\\d{2}:\\d{2},\\d{3} (\\d|\\.)+  players: \\['(?P<player1>\\w+)', '(?P<player2>\\w+)', '(?P<player3>\\w+)', '(?P<player4>\\w+)'\\] winner (?P<winner>\\w+)"	967
'\n\t\t\t\t\t\t\t\t#^diff[ ]--git\n\t\t\t\t\t\t\t\t\t[ ]a/(?P<a_path>.+?)[ ]b/(?P<b_path>.+?)\\n\n\t\t\t\t\t\t\t\t(?:^similarity[ ]index[ ](?P<similarity_index>\\d+)%\\n\n\t\t\t\t\t\t\t\t   ^rename[ ]from[ ](?P<rename_from>\\S+)\\n\n\t\t\t\t\t\t\t\t   ^rename[ ]to[ ](?P<rename_to>\\S+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^old[ ]mode[ ](?P<old_mode>\\d+)\\n\n\t\t\t\t\t\t\t\t   ^new[ ]mode[ ](?P<new_mode>\\d+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^new[ ]file[ ]mode[ ](?P<new_file_mode>.+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^deleted[ ]file[ ]mode[ ](?P<deleted_file_mode>.+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^index[ ](?P<a_blob_id>[0-9A-Fa-f]+)\n\t\t\t\t\t\t\t\t\t\\.\\.(?P<b_blob_id>[0-9A-Fa-f]+)[ ]?(?P<b_mode>.+)?(?:\\n|$))?\n\t\t\t\t\t\t\t'	599
'\n\t\t\t\t\t\t\t\t#^diff[ ]--git\n\t\t\t\t\t\t\t\t\t[ ]a/(?P<a_path>\\S+)[ ]b/(?P<b_path>\\S+)\\n\n\t\t\t\t\t\t\t\t(?:^similarity[ ]index[ ](?P<similarity_index>\\d+)%\\n\n\t\t\t\t\t\t\t\t   ^rename[ ]from[ ](?P<rename_from>\\S+)\\n\n\t\t\t\t\t\t\t\t   ^rename[ ]to[ ](?P<rename_to>\\S+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^old[ ]mode[ ](?P<old_mode>\\d+)\\n\n\t\t\t\t\t\t\t\t   ^new[ ]mode[ ](?P<new_mode>\\d+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^new[ ]file[ ]mode[ ](?P<new_file_mode>.+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^deleted[ ]file[ ]mode[ ](?P<deleted_file_mode>.+)(?:\\n|$))?\n\t\t\t\t\t\t\t\t(?:^index[ ](?P<a_blob_id>[0-9A-Fa-f]+)\n\t\t\t\t\t\t\t\t\t\\.\\.(?P<b_blob_id>[0-9A-Fa-f]+)[ ]?(?P<b_mode>.+)?(?:\\n|$))?\n\t\t\t\t\t\t\t'	599
